id,content,label1,category1,target1,label2,category2,target2,label3,category3,target3,true_label,true_category,true_target,pred_label,pred_category,pred_target
148,为什么日本的鸡蛋都不用盒装，而是一个一个卖？因为日本不喜欢盒蛋。,4,DT,IG,4,DT,IG,4,DT,IG,4,DT,IG,3.0,GS,IG
149,夏侯惇每次眨眼都是wink,4,VO,IS,4,VO,IS,4,VO,IS,4,VO,IS,1.0,NR,GF
150,为什么德国孩子算术好，因为他们要算出来焚化炉的效率,4,DT,IG,4,DT,IG,4,DT,IG,4,DT,IG,4.0,DT,IG
151,诸葛亮用标记重捕法证明了南蛮盛产孟获,2,NR,IS,2,NR,IS,2,NR,IS,2,NR,IS,1.0,NR,GF
152,人死后会变成骨灰，那霍金死后会变成什么？ 冰沙，因为他有渐冻症.,4,VO,IS,4,VO,IS,4,VO,IS,4,VO,IS,4.0,VO,IS
153,耶稣和耶稣画像的区别是挂耶稣画像只需要一根钉子,4,DD,IS,4,DD,IS,4,DD,IS,4,DD,IS,4.0,DD,IS
154,做过器官移植的人在汉尼拔眼里是什么？ 拼好饭,4,DD,IS,4,DD,IS,4,DD,IS,4,DD,IS,3.0,VO,IG
155,一美国男孩被魔鬼缠住，去教堂驱魔。 神父：该死的魔鬼，从这孩子身体里滚出去！魔鬼：该滚出去的人是你,4,GS,IG,4,GS,IG,4,GS,IG,4,GS,IG,3.0,GS,IG
156,安倍是一个宽容的政治家，哪怕是被人当面喷了两次也没有任何责怪。,4,DD,IS,4,DD,IS,4,DD,IS,4,DD,IS,4.0,DD,IS
157,日本人的心态实在是太好了，中国人在气温三四十度的时候就不停地抱怨天热，但1945年的两天日本出现过几千度的高温，也没听到有哪个日本人抱怨哪怕一句。,4,DT,IG,4,DT,IG,4,DT,IG,4,DT,IG,4.0,DT,IG
158,日本治安非常好，某一年枪击案仅有一名受害者,4,DD,IS,4,DD,IS,4,DD,IS,4,DD,IS,3.0,GS,IG
159,全球原子弹数量排名（俄罗斯：数千。美国：数千。中国：数百。日本：负2）,4,DT,IG,4,DT,IG,4,DT,IG,4,DT,IG,3.0,GS,IG
160,美国代表团访问日本宣布：必要时可援助核武器。网友：多年前不是援助过么，前提是你必须接得住啊,4,DT,IG,4,DT,IG,4,DT,IG,4,DT,IG,4.0,DT,IG
161,广岛历史最高温在1945年8月,4,DT,IG,4,DT,IG,4,DT,IG,4,DT,IG,4.0,DT,GG
162,“师傅领进门，造化看个人。”希姆莱语重心长的对犹太人说道。,4,DT,IG,4,DT,IG,4,DT,IG,4,DT,IG,4.0,DT,IG
163,世界历史上最伟大的三位化学家是谁？答案：耶稣，他把水变成美酒；戈林，他把黄油变成大炮；还有希姆莱，他把犹太人变成肥皂。,4,DT,IG,4,DT,IG,4,DT,IG,4,DT,IG,4.0,DT,IG
164,一个游客去了波兰想参观奥斯维辛，但又担心直接说出名字对当地人太失礼，就对出租车司机说“把我送到犹太人发出哀嚎和悲鸣的地方”。于是出租车把他送到了当地的税务局。,3,GS,IG,3,GS,IG,3,GS,IG,3,GS,IG,4.0,DT,IG
165,女：医生，我老公那里不行，一年才几次，我很痛苦，你能帮帮我吗？医生：我老公也是。,1,NR,IG,1,NR,IG,2,NR,IG,1,NR,IG,2.0,NR,GG
166,日本为什么会允许美军驻扎？因为美国送了两个小孩给日本,4,DT,IG,4,DT,IG,4,DT,IG,4,DT,IG,4.0,DT,IG
167,霍金在电脑死机的时候会说什么？什么也不说。,4,VO,IS,4,VO,IS,4,VO,IS,4,VO,IS,4.0,VO,IS
168,霍金教授亲自为《辛普森一家》中的自己配音,4,VO,IS,4,VO,IS,4,VO,IS,4,VO,IS,1.0,NR,IS
169,Stephen Hawking has written another book. It's about time.,2,NR,IS,2,NR,IS,2,NR,IS,2,NR,IS,2.0,DD,IS
170, 新闻上说霍金病重入院治疗了。医生们有没有试过把他关机再开？,4,DD,IS,4,DD,IS,4,DD,IS,4,DD,IS,4.0,VO,IS
171,当愤怒的小鸟搭飞机来到纽约时，发现它的敌人正站在世贸中心的顶端：,4,DT,IG,4,DT,IG,4,DT,IG,4,DT,IG,4.0,DT,GG
172,为什么白人养这么多宠物？ 因为现在不能养奴隶了,4,GS,IG,4,GS,IG,4,DT,IG,4,GS,IG,4.0,GS,IG
173,为什么蝙蝠侠面具要露出半张脸，因为要让美国警察知道你是白人,3,GS,IG,3,GS,IG,3,GS,IG,3,GS,IG,4.0,GS,IG
174,中国人的骨灰盒是什么？ 韭菜盒子,3,GS,IG,3,GS,IG,3,GS,IG,3,GS,IG,4.0,DD,IG
175," 一女同学黑了些,她男友又太白了些,有天宿舍里得毒舌天后突然对她冒出一句：“你们这样不行,你们会生出斑马来的”",3,VO,IG,2,VO,IG,2,VO,IG,2,VO,IG,3.0,GS,IG
176,妖怪甲：老百姓那么多，干嘛非要抓唐僧妖怪乙：百姓的味道不行……百姓太苦了。,2,GS,IG,2,GS,IG,2,GS,IG,2,GS,IG,2.0,VO,IG
177,一个小孩拿着一张假钱走进了玩具店，准备买一架玩具飞机。 服务员阿姨说：“小朋友，你的钱不是真的。 ”小孩反问道：“阿姨，难道你的飞机是真的,1,NR,GF,1,NR,GF,1,NR,GF,1,NR,GF,1.0,NR,IS
178,你知道耶稣为什么打篮球不好吗？因为他被钉得很紧。,4,DD,IS,4,DD,IS,4,DD,IS,4,DD,IS,4.0,DD,GF
179,所谓潮流是个圈，现在年轻人喜欢的citywalk，小红书，墙上涂鸦等都是老一辈玩剩下的,3,DT,IG,3,DT,IG,3,DT,IG,3,DT,IG,3.0,GS,IG
180,将军的孙子，问将军，爷爷我将来能成为将军吗，将军回答道，当然可以，孙子又问那我可以成为元帅吗，将军回复说，不可以因为元帅也有自己的孙子,3,GS,IG,3,GS,IG,3,GS,IG,3,GS,IG,1.0,NR,GF
181,“大夫您好，我肛门入口那里疼。”“患者您好，我们一般管那里叫出口。”,3,VO,IG,3,VO,IG,3,VO,IG,3,VO,IG,2.0,NR,IG
182,印度人眉中心的红点是给英国人瞄准用的…,4,VO,IG,4,VO,IG,4,VO,IG,4,VO,IG,3.0,GS,IG
183,头等舱拥有优先进入世贸大厦权限,4,DT,IG,4,DT,IG,4,DT,IG,4,DT,IG,4.0,DT,IG
184,奥运会，美国金牌中，射击项目白人多，跑步项目黑人多。这就很美国了，各司其职。,4,GS,IG,4,GS,IG,4,GS,IG,4,GS,IG,3.0,GS,IG
185,万一碰到僵尸怎么办？答：对着他用英文大声呵斥，他就会立马跪下并吐出一堆条约和金银,4,DT,IG,4,DT,IG,4,DT,IG,4,DT,IG,3.0,GS,IG
186,日本：遭遇两次核打击，我太惨了！老师：它怎么不打别人非打你呢！？,4,DT,IG,4,DT,IG,4,DT,IG,4,DT,IG,4.0,DT,IG
187,什么国家创造出了最多的纪念日？ 英国创造了最多的独立纪念日,3,DT,IG,2,DT,IG,3,DT,IG,3,DT,IG,3.0,GS,IG
188,中世纪烧女巫是为了给先祖订购switch,4,DT,GG,3,DT,GG,4,DT,IG,4,DT,GG,2.0,DT,IG
189,美国有些州禁止堕胎。没关系啊。忍个几年，孩子上学就被枪杀了。,4,GS,IG,4,GS,IG,3,GS,IG,4,GS,IG,4.0,DT,IG
190,正方：请不要再用唐氏来当做骂人的话了，这是对先天缺陷儿的不尊重。反方：没事，唐氏儿听不懂,4,VO,IG,4,VO,IG,4,VO,IG,4,VO,IG,4.0,VO,IG
191,一个得了抑郁症的小男孩想和树谈恋爱，树不肯，只是一直吊着他,2,NR,GG,2,NR,GG,4,VO,IG,2,NR,GG,4.0,VO,IG
192,知道朝鲜为什么没有药店吗 ？因空腹不能吃药,4,GS,IG,4,GS,IG,4,VO,IG,4,GS,IG,3.0,GS,IG
193,我国古代各朝代有什么特色文学？答曰：唐：诗，宋：词，元：曲，明：小说，清：条约,4,DT,IG,4,DT,IG,4,DT,IG,4,DT,IG,2.0,DT,IG
194,红警2最写实的地方就是韩国可以出美国大兵,2,GS,IG,2,GS,IG,3,GS,IG,2,GS,IG,2.0,GS,IG
195,最近苏格兰在闹独立，我们来说说如果联合王国境内的凯尔特民族自决了，会有什么影响？（1）社会主义国家会增加一个，因为建国后的国名是“苏威爱共和国”。（2）国足排名会掉一名。,1,GS,IG,1,GS,IG,3,GS,IG,1,GS,IG,3.0,GS,IG
196,苏芬战争爆发时，两个苏联士兵在讨论局势。“这场战争一定会非常轻松，因为芬兰人都很怕我们。”“你怎么知道的?”“我听说芬兰人都很社恐。”,2,GS,IG,2,GS,IG,3,GS,IG,2,GS,IG,3.0,GS,IG
197,"赫敏·格兰杰（Hermione·Granger）与迪安·托马斯（Dean Thomas）有什么共同点？ 他们的名字都以”ger""结尾。",3,GS,IS,3,GS,IS,1,NR,IS,3,GS,IS,1.0,NR,GF
198,在著名沙盒游戏《Minecraft》中，有这样一种技巧：正常种植西瓜，在西瓜成熟后你打掉只能得到西瓜片。在末地种植西瓜，这样西瓜成熟后，那里的默影人就会去般西瓜。这时候打死默影人就可以得到完整的西瓜。,1,GS,IG,1,NR,GF,1,NR,GF,1,NR,GF,1.0,NR,GF
199,为什么说男足出线概率是0.01%，而不是0? 因为我们有句古话：“万一呢?”,2,GS,IG,2,GS,IG,3,GS,IG,2,GS,IG,3.0,GS,IG
200,我们可以确定的是，在1945年8月6日的广岛没有神父，否则美国的核弹就有危险了。,4,DT,IG,4,DT,IG,4,DT,IG,4,DT,IG,4.0,DT,IG
201,一战期间，一只鸽子被征召为信鸽传递情报，但它总是迷路。最后，它被授予了‘铁十字勋章’，因为它至少没落到敌军手里。,2,GS,GF,2,GS,GF,3,NR,IS,2,GS,GF,1.0,NR,GF
202,秦始皇千辛万苦找到了长生不老药，却发现自己只是变成了兵马俑的原型。,2,NR,IS,3,DT,IG,3,DT,IG,3,DT,IG,1.0,NR,GF
203,科学家研究发现，恐龙灭绝的真正原因是它们不会使用筷子，导致无法夹住树上的叶子吃。,1,NR,GF,1,NR,GF,1,NR,GF,1,NR,GF,1.0,NR,GF
204,斯大林、赫鲁晓夫和勃列日涅夫乘坐火车出门。开着开着，火车突然停了。斯大林把头伸出车窗外，怒吼道：“枪毙火车司机！”可是车还是没有动。接着赫鲁晓夫说：“给火车司机恢复名誉！”车仍然没有动。勃列日涅夫说：“同志们，不如拉上窗帘，坐在座位上自己摇动身体，做出列车还在前进的样子。”,3,GS,GG,3,GS,IS,4,GS,IG,3,GS,IS,3.0,GS,IG
205,昨天莫斯科发生了地震，但学者们对此表示怀疑，因为莫斯科处在非地震带上。最后经过研究，并非是地震，而是勃列日涅夫同志佩有勋章的衣服掉在了地上。,3,GS,IS,3,GS,IS,3,GS,IG,3,GS,IS,2.0,DT,IS
206,美术馆里有一幅描写亚当和夏娃的画。一个英国人看了，说：“他们一定是英国人，男士有好吃的东西就和女士分享。”一个法国人看了，说：“他们一定是法国人，情侣裸体散步。”一个苏联人看了，说：“他们一定是苏联人，他们没有衣服，吃得很少，却还以为自己在天堂！”,3,GS,IG,3,GS,IG,3,GS,IG,3,GS,IG,3.0,GS,IG
207,一老者人行道散布，不慎落入道旁河中，高呼救命！两警察闻之，视若不见，仍边走边谈笑如故。老者情急生智，遂高呼“打倒勃列日涅夫”！两警察闻之大惊，急跳入河中，将老者拖上岸来铐之。,3,GS,IG,3,GS,IG,3,GS,IG,3,GS,IG,3.0,GS,IG
208,什么在苏联是最常见的？ 暂时的困难。,2,GS,GF,2,GS,GF,3,GS,IG,2,GS,GF,2.0,GS,IG
209,苏联特工对美国特工夸口道：“我们知道你们国家所有核导弹发射井的位置。”美国特工说：“那又有什么，我们知道你们未来20年全体政治局委员名单。”,2,GS,GG,3,GS,IG,3,GS,IG,3,GS,IG,2.0,GS,IG
210,苏联邮政发行历届领导人纪念邮票， 发行没1个月，邮政宣布紧急停止使用该邮票。理由是：寄信人不知道往哪面吐唾沫。,3,GS,IG,3,GS,IG,3,GS,IG,3,GS,IG,3.0,GS,IG
211,一个人在大街上大骂：“赫鲁晓夫是个白痴。”结果被判刑22年。2年是因为：辱骂国家领导人 20年是因为：泄露国家机密,3,GS,IS,3,GS,IS,4,DD,IS,3,GS,IS,2.0,GS,IG
212,问：什么是最长的笑话？答：赫鲁晓夫在党代会上的讲话。,2,GS,IS,2,GS,IS,3,GS,IS,2,GS,IS,3.0,GS,IS
213,问：尼克松来莫斯科时，他和赫鲁晓夫绕克里姆林宫赛并跑了第一，我们该怎么报道？答：“在国际长跑比赛中，我们的第一书记同志获得了光荣的第二名，尼克松先生则为倒数第二。”,2,GS,IS,2,GS,IG,3,GS,IG,2,GS,IG,2.0,GS,IG
214,我的妻子已经在厨艺学校学了三年了。哇，那她的厨艺一定很好咯？没有，她们刚学习到苏共第二十次代表大会。,3,GS,GF,3,GS,IG,3,GS,IG,3,GS,IG,2.0,DT,IG
215,问：苏联农业面临的主要障碍是什么？答：主要的障碍有4个：春天、夏天、秋天和冬天。,3,GS,GF,3,GS,IG,3,GS,IG,3,GS,IG,3.0,GS,IG
216,“列昂尼德同志又住院了。”“作什么手术？ ”“扩胸手术。”“为什么？”“勋章没地方挂了。”,2,GS,IS,2,GS,IS,3,GS,IG,2,GS,IS,3.0,GS,IG
217,问：听说莫斯科奥运村的房子是由特殊材料制成的，请说一下，它的成份是什么？答：我这就回答你：10%的水泥和90%的麦克风。,3,GS,GF,2,GS,IG,3,GS,IG,3,GS,IG,3.0,GS,IG
218,科学家联名要求赫鲁晓夫去领导一个癌症治疗所。赫鲁晓夫推脱道：“谢谢同志们的支持，但我对癌症一窍不通啊。”科学家们纷纷说道：“赫鲁晓夫同志，您只要应用一下您在农业问题上的经验就好了！您一负责，粮食就全不见了！”,3,GS,IS,3,GS,IS,3,GS,IS,3,GS,IS,3.0,GS,IS
219,在苏联，一个外国人在拥挤的公共汽车上问：“在车上和我们在一起的都是什么人？”答：“他们是国家的主人。 ”“而这是什么人开到前面去了？”他指着超过他们的“伏尔加”问道。答：“这是人民的仆人。 ”,3,GS,IG,3,GS,IG,3,GS,IG,3,GS,IG,2.0,GS,IG
220,问：为什么安德罗波夫，而后是契尔年科在党代会上被一致推选？答：这是因为安德罗波夫的肾检验结果最差，契尔年科的心电图最差。,3,GS,IS,3,GS,IS,3,GS,IG,3,GS,IS,3.0,GS,IG
221,如果撒哈拉变成社会主义会发生什么？第一个十年没有什么变化，但是此后沙子会逐渐短缺。,3,GS,GF,3,GS,IG,3,GS,IG,3,GS,IG,3.0,GS,IG
222,为什么我国不急着登月？如果宇航员拒绝回来怎么办？,3,GS,IG,3,GS,IG,1,NR,GF,3,GS,IG,2.0,GS,IG
223,两个东德人民站在柏林墙附近聊天。一个问：“你觉得我们的政权如何？”另一个回答说：“和你的看法一样。”“这样的话，我就有责任逮捕你！”,3,GS,GG,3,GS,IG,3,GS,IG,3,GS,IG,3.0,GS,IG
224,“你为什么会进地狱？”答：“我给了盲人一把手枪，告诉他那是吹风机。”,2,VO,IG,4,VO,IG,4,VO,IG,4,VO,IG,4.0,VO,IG
225,问：克里姆林宫如何处理耗子呢？答：很简单，我们竖一块“集体农庄”的标志牌，然后一半老鼠会挨饿，另一半会跑路。,2,DT,GF,2,GS,IG,3,GS,IG,2,GS,IG,3.0,GS,IG
226,勃列日涅夫同志，听说您收集政治笑话，是真的么？是的。那么您现在收集了多少了呢？三座半劳改营。,3,GS,GG,3,GS,IG,3,GS,IG,3,GS,IG,3.0,GS,IG
227,演讲后，勃列日涅夫向秘书抱怨：“我让你准备15分钟的讲稿，你的稿子却让我讲了45分钟！” 秘书：“我给了您三份讲稿……”,2,GS,IS,3,GS,IS,3,GS,IS,3,GS,IS,2.0,NR,IS
228,商鞅其实是和谐之元,4,DD,IS,4,DD,IS,4,DD,IS,4,DD,IS,2.0,NR,IS
229,在莫斯科红场，人们正排队参观列宁墓卫兵换岗。一个小孩问：“爸爸，为什么他们总是要看守这陵墓？”“他们不是一直说吗？”父亲答道，“列宁是永生的。如果他看不下去了决定出来怎么办？”,4,DD,IS,4,GS,IS,4,DD,IS,4,DD,IS,2.0,DD,IS
230,问：为什么柜台上的黄油都不见了？答：全在苏维埃光芒的照耀下融化了。,3,GS,GF,3,GS,IG,3,GS,IG,3,GS,IG,2.0,GS,IG
231,问：猪可以是秃顶吗？答：我们不回答政治问题。,3,GS,IS,3,GS,IG,3,GS,IG,3,GS,IG,2.0,GS,IG
232,问：肖洛霍夫现在在写什么？答：一篇犯罪小说，名叫《我如何获得了诺贝尔文学奖》,3,GS,GG,3,GS,IG,3,GS,IG,3,GS,IG,2.0,NR,IS
233,问：是说每一个苏联士兵都想成为将军吗？答：不，我们的士兵们没那么傻。他们知道将军在和平时期都有可能失踪。,3,GS,IG,3,GS,IG,3,GS,IG,3,GS,IG,3.0,GS,IG
234,问：聪明的保加利亚人是怎么跟愚蠢的保加利亚人说话的？答：从加拿大打电话来。,3,GS,GG,3,GS,IG,3,GS,IG,3,GS,IG,3.0,GS,IG
235,一位农民想申请加入布尔什维克。委员会委员问：“你当初为什么非法占有两麻袋土豆？””不是非法的。我是从集体农场的主席那里偷来的，因为列宁同志教导我们：抢回我们被抢的东西。”,4,GS,GF,3,GS,IG,3,GS,IG,3,GS,IG,3.0,GS,IG
236,“勃列日涅夫将被授予大元帅头衔吗?”“对的，并且如果‘大元帅’三个字他能准确发音的话，还将授予他人民艺术家的称号。”,3,GS,IS,3,GS,IG,3,GS,IG,3,GS,IG,3.0,GS,IS
237,在调查表上有这样一个问题：在执行总路线时你动摇过吗？拉宾诺维奇回答道：“我和总路线一起动摇。”,2,GS,IS,3,GS,IG,3,GS,IG,3,GS,IG,2.0,NR,IG
238,问：什么是混乱？答：我们对国民经济不做评论。,2,GS,GF,3,GS,IG,3,GS,IG,3,GS,IG,2.0,GS,IG
239,谁是世界上最伟大的外科医生？当然是瓦尔特·乌布利希。他把欧洲的心脏改造成世界的屁股！,3,GS,IS,3,GS,IG,3,GS,IG,3,GS,IG,3.0,GS,IS
240,一场全球性的疫情爆发了，两个美国人私下聊天。“你有没有看国外新闻？”“不，我没看国外新闻。”“为什么呢？”“废话，那都是假新闻。”,2,GS,GG,3,GS,IG,3,GS,IG,3,GS,IG,2.0,DT,IG
241,给班上一个患有癫痫的同学取外号叫酱油，因为他老抽,3,VO,IS,4,VO,IS,4,VO,IS,4,VO,IS,4.0,VO,IS
242,某个被判绞刑的人，在临上绞架前，指着绞刑架询问刽子手：“你肯定这玩意儿结实吗？,1,NR,GF,2,NR,GF,2,NR,IG,2,NR,GF,1.0,NR,IS
243,在一个对死囚执行公开绞刑的日子里，绞刑架旁聚集了大批观众，可是囚犯迟迟未见解来。监刑人、剑子手和观众都等得不耐烦了。终于，狱卒押着囚犯来到刑场，囚犯看到人们焦急贪婪的目光，不禁笑了，他得意地说：没有我，你们什么也干不成。,1,NR,GF,1,NR,GF,2,NR,GF,1,NR,GF,1.0,NR,IS
244,为什么科比是个好爸爸，因为他去天堂也把孩子带上,4,DD,IS,4,DD,IS,4,DD,IS,4,DD,IS,4.0,DD,IS
245,警察在碎尸狂魔家中搜出了十袋少年团,4,GS,GF,3,GS,IG,3,NR,IG,3,GS,IG,4.0,DD,IG
246,老师：界门纲目科属种，所以.... 科比纲门小,3,DD,IS,3,DD,IS,4,DD,IS,3,DD,IS,1.0,NR,GF
247,我国古代各朝代的特色文学是，唐诗，宋词，元曲，明小说，清条约,4,DT,GF,4,DT,IG,4,DT,IG,4,DT,IG,3.0,GS,IG
248,问：有什么事情是比一个垃圾桶里有三个小孩更可怕的？答：三个垃圾桶里有一个小孩。,4,DD,IG,4,DD,GF,4,DD,GF,4,DD,GF,2.0,DT,GG
249,铁人三项:游泳，跑步，自行车 铜人三项:画画，写文，剪视频 金人三项:抓赵佶，抓赵桓，抓赵构,4,DT,IS,3,DT,IG,3,DT,IG,3,DT,IG,2.0,DT,IS
250,“李渊李渊，又换新太子了，旧的呢？”“旧的我放玄武门换掉了，玄武门是官方太子平台 现场交接，价值有保障”,4,DD,IS,4,DT,IG,4,DT,IG,4,DT,IG,1.0,NR,GF
251,派出所里，电工师傅：做之前我说这是大工程，工期很长，叫你先偷点懒，没叫你偷电缆。,3,GS,IG,3,GS,IG,3,GS,IG,3,GS,IG,3.0,GS,IG
252,路易十六被押送刑场，这时高德地图播报:前方一百米掉头。,4,DD,IS,4,DD,IS,4,DD,IS,4,DD,IS,2.0,DT,IS
253,为什么路易十六还是挂了？因为那时候还没发明高速公路,4,DD,IS,4,DD,IS,4,DD,IS,4,DD,IS,1.0,NR,IS
254,问：泰坦尼克号沉没时，为什么富人比穷人活下来的多？答：因为头等舱离救生艇更近？错！因为穷人在船底干活，等水漫上来的时候……他们还在想这算不算加班！,4,DD,IG,4,DT,IG,4,DT,IG,4,DT,IG,3.0,DT,IG
255,给盲人食用玻璃渣，谎称是跳跳糖,3,VO,IG,4,VO,IG,4,VO,IG,4,VO,IG,4.0,VO,IG
256,我的朋友是半个韩国人，他妈妈是韩国人，他爸爸也是韩国人，他在一次车祸中失去了他的下半身。,4,VO,IG,4,VO,IG,3,GS,IG,4,VO,IG,4.0,VO,IS
257,"“什么是地狱笑话？”“看见前面那个没有手的人吗? 你去让他鼓掌”“你不知道我是盲人吗？”""我知道啊""",4,VO,IG,4,VO,IG,4,VO,IG,4,VO,IG,4.0,VO,IG
258,你知道马德堡半球实验证明了什么吗？ 证明了商鞅那天穿内裤了,4,DD,IS,4,DD,IS,4,DD,IS,4,DD,IS,2.0,NR,IS
259,烂尾楼业主每月还贷款的一部分变成维稳经费，用来防止烂尾楼业主闹事。,3,VO,GF,3,VO,GF,3,GS,IG,3,VO,GF,3.0,DT,IG
260,广岛长崎两声爆炸给日本送来了资本主义民主制度,4,DD,GG,4,DD,GG,4,DT,IG,4,DD,GG,4.0,DT,IG
261,商鞅和项羽有何共同点？都变成“英雄碎片”。,4,DD,IS,4,DD,IS,4,DD,IS,4,DD,IS,2.0,DD,IS
262,地球的鼻子在非洲，因为有很多黑头,2,DT,IG,4,DT,IG,4,VO,IG,4,DT,IG,3.0,GS,IG
263,冷知识：飞机上的人没法连接大楼的WIFI。,4,DT,GG,4,DT,IG,4,DT,IG,4,DT,IG,1.0,NR,GG
264,马行无力皆因瘦，林肯厌戏只因民。,4,DD,IS,4,DD,IS,4,DD,IS,4,DD,IS,2.0,DD,IS
265,风雨不动安培晋三，呜呼，何时脑洞大开斐迪南，林肯独破受冻死亦足！,4,DD,IS,4,DD,IS,4,DD,IS,4,DD,IS,4.0,DD,IS
266,日本有个胖胖的小男孩父亲被学校叫家长了 老师愤怒的说：“我问他是谁在广岛长崎扔了原子弹，你家的孩子居然给我说不是他。” 父亲说：“放心，回家我就教育他，明天他就会承认了。,4,DT,IG,4,DT,IG,4,DT,IG,4,DT,IG,4.0,DT,IG
267,一位苏联腐败分子死后来到了天堂，他问道：“天使同志，这里是天堂吗”？天使：“是的，先生”。“那怎么看起来还没有我在人间过的好呢”？,3,GS,GF,3,GS,IG,3,GS,IG,3,GS,IG,3.0,GS,IG
268,一位苏联腐败分子到了地狱，他又问道：“魔鬼同志，这里是地狱吗”？魔鬼答：“是的先生，你又有什么问题”？“那怎么这里看起来比普通人过的还要好”。,3,GS,GF,3,GS,IG,3,GS,IG,3,GS,IG,3.0,GS,IG
269,不连续不可导的例子：袁崇焕,4,DD,IS,4,DD,IS,4,GS,IS,4,DD,IS,4.0,DD,IS
270,连续不可导的例子：司马迁,4,DD,IS,4,DD,IS,4,DD,IS,4,DD,IS,3.0,DD,IS
271,问：一个人被僵尸和吸血鬼同时咬了会变成什么？答：变成吸血鬼。因为僵尸是清朝的，吸血鬼是西方的，它们会签订不平等条约。,4,DT,IG,4,DT,IG,4,DT,IG,4,DT,IG,1.0,NR,GF
272,年轻人不小心吞下乒乓球，进医院。他要求局部麻醉以便能清醒地看到手术过程。医生这和开一刀，那儿开一刀，杂乱无章。“为什么你在不同的地方切这么多刀呢。”“因为乒乓球总是在你的肚子内弹来弹去。,1,VO,GF,1,NR,GF,1,NR,GF,1,NR,GF,1.0,NR,IS
273,医院墙上挂着预防妇科病的四个小常识中，第二条是：勤剪指甲！,2,GS,GG,2,GS,GG,1,NR,IG,2,GS,GG,3.0,VO,IG
274,一个中年妇女到医院去看病，当医生问她的年龄时，她说：“已满20了。”医生听了这活，在诊断书上写道：“口齿清楚，已失去记忆力。”,2,VO,GG,2,VO,GG,3,GS,IG,2,VO,GG,2.0,NR,IS
275,主任医师大发雷霆：“这已是你这个月里损坏的第三个手术台，史密斯先生！请你以后开刀不要开得这样深！”,3,GS,GG,2,GS,IG,3,GS,IG,3,GS,IG,3.0,GS,IG
276,从医院妇产科病房里有句标语：“生命的最初5分钟是最危险的。”有人在后面加了一句：“最后5分钟也十分危险。”,2,VO,GG,2,VO,IG,3,GS,IG,2,VO,IG,2.0,DD,GG
277,房主：200万。买家：我诚心买，你给个成本价。房主：450万。,1,GS,GF,1,NR,IG,3,GS,IG,1,GS,IG,1.0,NR,IS
278,儿童丢了，没找回来。儿童手表丢了，找回来了。,3,GS,IG,3,GS,IG,3,GS,IG,3,GS,IG,2.0,DT,IG
279,德国人说的笑话：“我们肯定竞争不过中国企业，他们连工资都敢不发。”,4,VO,GG,3,GS,IG,3,GS,IG,3,GS,IG,3.0,GS,IG
280,张作霖死后阴魂不散，所以车站广播会说注意站台之间的奉系,4,DD,IS,4,DD,IS,4,DD,IS,4,DD,IS,4.0,DD,IS
281,外卖是知识密集型产业,3,VO,GF,3,VO,IG,3,GS,IG,3,VO,IG,3.0,GS,IG
282,朱元璋擅长解方程，因为他会换元法,3,GS,GG,3,DT,IS,3,DT,IS,3,DT,IS,1.0,NR,IS
283,宋朝人最讨厌的车是劳斯莱斯，因为车上有小金人,3,VO,IG,3,DT,IG,3,DT,IG,3,DT,IG,2.0,GS,IG
284,为什么美术生画球的时候只画一个圈？ 因为不敢涉及阴暗面！,4,DT,IS,4,GS,IG,3,GS,IG,4,GS,IG,2.0,GS,IG
285,食人族最喜欢去的地方是自助餐厅，因为一米二一下的儿童免费,4,GS,GG,4,VO,IG,3,VO,IG,4,VO,IG,3.0,GS,IG
286,劳动法的优点：能够保障劳动人民的利益。劳动法的缺点：实行不了。,3,GS,GF,4,GS,IG,3,GS,IG,3,GS,IG,2.0,NR,GG
287,其实项羽和刘邦才是真正的苦命鸳鸯，因为项羽的楚是刘邦破的,4,DD,IS,4,DD,IS,4,DD,IS,4,DD,IS,1.0,NR,GF
288,中国孔子和外国耶稣谁厉害？答案是耶稣。耶稣两只手，一手一个孔子，身后还有个庄子,4,DD,IS,4,DD,IS,4,DD,IS,4,DD,IS,3.0,GS,IG
289,pink去举报外网博主反华，自己反而因为翻墙被拘留7天。,3,GS,GG,3,DD,IG,3,GS,IG,3,GS,IG,3.0,GS,IS
290,地狱里死神判了一个人死刑，一阵亮光后他便去投胎转世了。两秒过后他又回来了“我投胎成了一个中国女婴”,4,VO,IG,4,GS,IG,4,GS,IG,4,GS,IG,3.0,GS,IG
291,我们做到了地狱笑话的国产化，通过自主研发和生产，替代了进口的国外笑话。因为完全自主可控，所以再也不用担心被国外卡脖子了。,3,GS,GF,3,GS,GF,3,GS,IG,3,GS,GF,2.0,GS,IG
292,一个肩上站着鹦鹉的中国人走进酒吧，酒保看了看说：“很不错啊，在哪里买的?”“缅甸。”鹦鹉回答说。,4,VO,IG,4,VO,IG,4,DT,IG,4,VO,IG,1.0,NR,GF
293,你说中国不好。你是外国人么？为什么不到外国去？可惜外国人看你不起……。,3,GS,GG,3,GS,GG,3,GS,IG,3,GS,GG,3.0,GS,IG
294,洋奴会说洋话。你主张读洋书，就是洋奴，人格破产了！,3,GS,GG,3,GS,GG,3,GS,IG,3,GS,GG,3.0,GS,IG
